horario,tempo_viagem_min,distancia_km,imagem,emocao,tempo_sem_parada_min,decisao,origem
16.82,87.3,134.71,estrada,desconhecido,31.9,continuar,sintetico
20.04,114.1,155.62,restaurante,tenso,77.8,fazer_parada,sintetico
6.38,134.9,183.85,restaurante,cansado,46.7,continuar,sintetico
19.93,80.6,58.82,estrada,desconhecido,10.4,continuar,sintetico
14.22,338.4,260.72,desconhecida,desconhecido,332.0,fazer_parada,sintetico
10.13,563.1,800.17,restaurante,desconhecido,272.8,abastecer,sintetico
13.45,350.7,474.68,posto,desconhecido,350.7,abastecer,sintetico
13.03,110.6,144.99,desconhecida,desconhecido,110.6,alimentar,sintetico
11.79,17.6,16.34,desconhecida,desconhecido,17.6,continuar,sintetico
11.69,316.3,246.47,ponto_turistico,bravo,316.3,fazer_parada,sintetico
22.22,223.8,164.51,ponto_turistico,neutro,223.8,descansar,sintetico
19.08,397.9,627.86,estrada,bravo,397.9,fazer_parada,sintetico
15.17,377.9,586.12,desconhecida,animado,377.9,abastecer,sintetico
16.68,79.9,114.14,posto,animado,79.9,continuar,sintetico
17.81,126.8,131.19,desconhecida,neutro,126.8,continuar,sintetico
19.21,201.6,133.25,restaurante,desconhecido,201.6,alimentar,sintetico
6.57,94.4,128.78,desconhecida,bravo,36.6,continuar,sintetico
20.17,27.2,35.53,ponto_turistico,tenso,7.3,continuar,sintetico
22.26,72.5,76.43,ponto_turistico,animado,18.6,registrar_ponto_turistico,sintetico
19.51,310.7,197.23,posto,cansado,233.6,descansar,sintetico
22.3,448.7,280.77,posto,tenso,321.6,descansar,sintetico
11.5,194.7,116.61,estrada,cansado,163.3,descansar,sintetico
19.84,9.3,9.1,restaurante,neutro,5.3,fazer_parada,sintetico
17.55,30.6,42.77,restaurante,tenso,30.6,continuar,sintetico
2.84,27.7,19.73,desconhecida,desconhecido,16.7,continuar,sintetico
12.9,338.9,446.9,ponto_turistico,tenso,96.9,fazer_parada,sintetico
13.83,17.9,19.09,restaurante,animado,17.9,continuar,sintetico
0.98,75.7,115.75,desconhecida,desconhecido,75.7,registrar_ponto_turistico,sintetico
12.42,534.6,334.47,desconhecida,tenso,51.3,continuar,sintetico
21.69,460.9,356.05,restaurante,neutro,211.6,fazer_parada,sintetico
15.7,184.2,214.13,desconhecida,cansado,62.7,continuar,sintetico
11.95,199.1,194.52,estrada,desconhecido,92.8,continuar,sintetico
19.65,508.7,466.07,estrada,cansado,508.7,descansar,sintetico
22.79,215.6,235.21,estrada,neutro,201.3,descansar,sintetico
20.76,321.0,501.25,estrada,tenso,94.7,fazer_parada,sintetico
22.46,157.9,96.86,posto,bravo,116.4,fazer_parada,sintetico
18.77,152.4,221.36,restaurante,desconhecido,152.4,alimentar,sintetico
20.51,9.6,8.32,restaurante,desconhecido,8.0,continuar,sintetico
11.92,204.1,258.93,posto,desconhecido,204.1,abastecer,sintetico
21.83,21.9,21.62,estrada,cansado,2.6,continuar,sintetico
11.54,50.3,34.98,estrada,bravo,32.6,continuar,sintetico
13.17,237.3,214.56,desconhecida,animado,42.0,continuar,sintetico
10.57,22.5,32.7,desconhecida,animado,21.2,continuar,sintetico
20.68,206.5,183.66,desconhecida,desconhecido,206.5,alimentar,sintetico
11.68,107.8,92.88,ponto_turistico,desconhecido,107.8,registrar_ponto_turistico,sintetico
16.36,120.9,132.26,desconhecida,desconhecido,30.4,continuar,sintetico
19.8,471.5,282.63,desconhecida,bravo,459.5,fazer_parada,sintetico
21.27,507.2,387.45,desconhecida,neutro,479.9,fazer_parada,sintetico
21.66,362.5,218.66,ponto_turistico,bravo,235.1,fazer_parada,sintetico
20.38,139.9,121.86,desconhecida,desconhecido,139.9,alimentar,sintetico
10.8,66.9,40.0,desconhecida,animado,66.9,continuar,sintetico
8.25,210.5,192.77,desconhecida,desconhecido,135.7,continuar,sintetico
11.36,547.2,741.7,desconhecida,cansado,547.2,descansar,sintetico
12.07,281.6,234.44,restaurante,cansado,281.6,descansar,sintetico
10.77,211.8,178.78,posto,desconhecido,211.8,fazer_parada,sintetico
18.68,188.4,259.07,desconhecida,cansado,31.9,continuar,sintetico
22.88,56.0,43.45,ponto_turistico,neutro,54.9,registrar_ponto_turistico,sintetico
16.25,544.5,596.4,desconhecida,tenso,121.3,fazer_parada,sintetico
23.04,228.4,151.12,desconhecida,animado,228.4,descansar,sintetico
15.8,78.0,102.77,estrada,desconhecido,28.1,continuar,sintetico
3.97,235.3,370.27,estrada,desconhecido,5.3,continuar,sintetico
6.39,15.0,13.1,desconhecida,neutro,7.4,continuar,sintetico
14.35,422.9,330.95,restaurante,desconhecido,220.3,fazer_parada,sintetico
11.45,110.1,159.7,ponto_turistico,desconhecido,110.1,registrar_ponto_turistico,sintetico
8.55,24.9,23.36,posto,neutro,20.7,continuar,sintetico
10.43,508.0,537.21,restaurante,desconhecido,508.0,abastecer,sintetico
10.24,358.8,424.78,posto,neutro,297.5,abastecer,sintetico
18.52,431.4,588.95,ponto_turistico,bravo,153.6,fazer_parada,sintetico
22.07,328.8,339.46,ponto_turistico,desconhecido,108.3,registrar_ponto_turistico,sintetico
1.5,158.9,153.92,restaurante,neutro,96.4,continuar,sintetico
20.99,142.0,180.7,restaurante,desconhecido,101.8,alimentar,sintetico
4.18,172.4,169.59,desconhecida,neutro,144.9,descansar,sintetico
14.42,224.1,320.05,desconhecida,desconhecido,224.1,fazer_parada,sintetico
4.14,428.2,496.91,ponto_turistico,tenso,205.3,descansar,sintetico
13.75,154.9,170.72,desconhecida,desconhecido,71.3,continuar,sintetico
11.35,412.2,599.88,ponto_turistico,tenso,397.4,fazer_parada,sintetico
21.64,537.6,376.49,ponto_turistico,cansado,537.6,descansar,sintetico
1.66,84.3,74.43,estrada,cansado,27.6,continuar,sintetico
19.68,20.7,17.61,restaurante,animado,6.8,continuar,sintetico
19.44,422.8,296.13,desconhecida,neutro,393.6,alimentar,sintetico
14.22,54.9,73.86,restaurante,desconhecido,2.8,continuar,sintetico
19.27,201.0,125.49,ponto_turistico,cansado,0.5,continuar,sintetico
6.29,208.1,189.42,posto,cansado,56.2,continuar,sintetico
17.62,150.6,199.13,estrada,bravo,19.6,continuar,sintetico
12.8,218.6,308.18,restaurante,neutro,66.1,alimentar,sintetico
20.96,475.9,703.44,desconhecida,desconhecido,60.0,continuar,sintetico
22.9,487.8,757.26,estrada,bravo,487.8,descansar,sintetico
2.9,583.2,508.89,desconhecida,desconhecido,583.2,descansar,sintetico
14.55,234.4,261.12,desconhecida,desconhecido,61.2,continuar,sintetico
18.78,256.2,272.01,desconhecida,desconhecido,256.2,alimentar,sintetico
11.43,144.2,183.87,estrada,cansado,144.2,descansar,sintetico
10.84,50.2,41.87,desconhecida,desconhecido,0.4,continuar,sintetico
8.06,109.7,70.85,desconhecida,desconhecido,67.1,continuar,sintetico
9.91,388.1,256.03,estrada,tenso,388.1,fazer_parada,sintetico
4.61,566.0,435.91,posto,desconhecido,366.3,descansar,sintetico
21.64,155.6,144.06,ponto_turistico,desconhecido,1.2,registrar_ponto_turistico,sintetico
21.39,225.4,262.91,estrada,animado,205.9,fazer_parada,sintetico
14.15,51.6,58.55,estrada,desconhecido,51.6,continuar,sintetico
2.56,151.9,216.36,desconhecida,animado,16.9,continuar,sintetico
0.67,24.7,20.51,restaurante,desconhecido,12.4,continuar,sintetico
16.06,505.0,556.21,posto,desconhecido,92.8,abastecer,sintetico
13.71,399.4,596.79,restaurante,cansado,112.9,descansar,sintetico
12.91,184.5,123.46,ponto_turistico,desconhecido,184.5,alimentar,sintetico
12.3,359.0,233.8,estrada,desconhecido,359.0,alimentar,sintetico
11.08,496.1,656.83,estrada,tenso,221.2,fazer_parada,sintetico
9.93,518.6,614.9,estrada,desconhecido,518.6,abastecer,sintetico
19.11,472.1,415.03,estrada,desconhecido,136.1,alimentar,sintetico
6.51,554.8,518.88,ponto_turistico,bravo,331.3,fazer_parada,sintetico
12.49,87.6,66.46,estrada,desconhecido,50.3,continuar,sintetico
11.68,41.6,60.82,estrada,animado,41.6,continuar,sintetico
6.57,151.4,156.64,estrada,bravo,151.4,fazer_parada,sintetico
10.31,152.7,191.8,estrada,desconhecido,51.3,continuar,sintetico
20.22,227.7,226.62,desconhecida,bravo,227.7,fazer_parada,sintetico
19.13,46.9,28.87,desconhecida,neutro,42.3,continuar,sintetico
18.58,213.4,261.28,restaurante,neutro,113.0,alimentar,sintetico
11.77,528.7,518.56,restaurante,desconhecido,528.7,abastecer,sintetico
18.65,213.7,188.28,desconhecida,neutro,158.4,alimentar,sintetico
7.92,208.7,156.6,desconhecida,neutro,95.7,continuar,sintetico
18.8,368.6,246.89,ponto_turistico,animado,11.6,registrar_ponto_turistico,sintetico
3.95,73.4,53.08,ponto_turistico,desconhecido,73.4,registrar_ponto_turistico,sintetico
9.99,207.7,170.09,estrada,cansado,103.8,descansar,sintetico
6.84,227.0,241.65,posto,neutro,76.2,continuar,sintetico
11.97,31.2,43.29,estrada,neutro,31.2,continuar,sintetico
18.78,328.8,321.71,desconhecida,neutro,317.6,alimentar,sintetico
9.93,251.1,280.62,estrada,neutro,66.0,continuar,sintetico
19.21,39.7,54.95,desconhecida,cansado,9.5,registrar_ponto_turistico,sintetico
15.88,230.4,326.37,desconhecida,animado,202.5,fazer_parada,sintetico
15.91,215.7,267.81,desconhecida,desconhecido,41.7,continuar,sintetico
13.93,553.2,681.67,ponto_turistico,neutro,343.0,abastecer,sintetico
6.05,110.8,65.15,desconhecida,cansado,110.8,descansar,sintetico
12.01,531.6,732.21,restaurante,cansado,102.0,descansar,sintetico
7.63,78.8,103.98,desconhecida,desconhecido,78.8,continuar,sintetico
5.83,109.9,73.44,estrada,neutro,28.6,continuar,sintetico
11.16,331.7,449.72,estrada,cansado,57.6,abastecer,sintetico
14.79,63.5,63.57,desconhecida,animado,63.5,continuar,sintetico
12.63,377.7,249.88,restaurante,desconhecido,98.1,alimentar,sintetico
22.62,135.3,101.91,estrada,tenso,135.3,descansar,sintetico
20.33,364.0,531.61,posto,neutro,121.9,abastecer,sintetico
12.95,35.4,53.76,estrada,desconhecido,21.8,continuar,sintetico
16.31,89.3,114.6,posto,neutro,55.2,continuar,sintetico
20.64,121.9,80.45,ponto_turistico,desconhecido,117.6,registrar_ponto_turistico,sintetico
11.67,188.7,121.63,estrada,desconhecido,87.1,continuar,sintetico
8.42,554.7,645.2,posto,desconhecido,216.0,abastecer,sintetico
22.4,196.2,274.19,restaurante,neutro,196.2,descansar,sintetico
18.85,587.9,507.81,estrada,desconhecido,60.3,abastecer,sintetico
23.24,163.5,233.66,ponto_turistico,desconhecido,163.5,descansar,sintetico
18.42,328.4,486.76,desconhecida,desconhecido,178.7,abastecer,sintetico
18.65,506.2,702.49,desconhecida,bravo,506.2,continuar,sintetico
7.56,174.1,128.02,desconhecida,desconhecido,108.9,fazer_parada,sintetico
16.32,209.5,314.58,restaurante,cansado,185.9,descansar,sintetico
16.83,188.4,240.6,desconhecida,animado,46.9,continuar,sintetico
14.78,49.9,62.84,estrada,desconhecido,6.9,continuar,sintetico
11.1,183.8,206.56,desconhecida,neutro,183.8,fazer_parada,sintetico
15.36,532.3,504.32,posto,neutro,532.3,abastecer,sintetico
13.23,148.9,106.8,estrada,neutro,111.4,alimentar,sintetico
6.95,357.6,336.36,desconhecida,animado,55.7,continuar,sintetico
5.14,43.6,37.88,desconhecida,tenso,43.6,continuar,sintetico
14.47,177.5,157.48,restaurante,animado,177.5,fazer_parada,sintetico
18.29,397.3,463.62,desconhecida,neutro,128.4,abastecer,sintetico
10.19,239.5,219.04,desconhecida,cansado,0.7,continuar,sintetico
18.97,421.6,259.3,desconhecida,tenso,421.6,fazer_parada,sintetico
10.14,197.7,308.93,ponto_turistico,desconhecido,26.6,registrar_ponto_turistico,sintetico
14.5,236.4,211.96,estrada,neutro,234.1,fazer_parada,sintetico
17.78,474.8,429.72,desconhecida,desconhecido,474.8,abastecer,sintetico
7.73,259.4,324.93,posto,bravo,259.4,fazer_parada,sintetico
14.65,300.5,180.24,desconhecida,desconhecido,300.5,fazer_parada,sintetico
13.61,283.5,179.02,estrada,desconhecido,283.5,alimentar,sintetico
4.92,28.6,40.1,restaurante,desconhecido,28.6,continuar,sintetico
13.39,535.4,520.43,ponto_turistico,desconhecido,477.1,abastecer,sintetico
10.44,83.6,114.02,desconhecida,desconhecido,83.6,continuar,sintetico
17.7,5.6,6.45,estrada,desconhecido,5.6,registrar_ponto_turistico,sintetico
10.18,514.3,374.38,estrada,animado,397.0,fazer_parada,sintetico
14.75,196.3,161.48,restaurante,neutro,196.3,fazer_parada,sintetico
14.48,307.1,269.63,estrada,neutro,307.1,fazer_parada,sintetico
2.18,161.9,187.34,desconhecida,desconhecido,161.9,descansar,sintetico
0.21,72.6,55.12,desconhecida,desconhecido,72.6,continuar,sintetico
23.84,286.0,383.2,restaurante,desconhecido,286.0,descansar,sintetico
8.39,162.1,211.54,desconhecida,tenso,162.1,continuar,sintetico
17.79,357.2,520.2,posto,desconhecido,357.2,abastecer,sintetico
7.05,10.8,8.91,desconhecida,cansado,10.8,continuar,sintetico
8.79,599.5,500.41,desconhecida,animado,599.5,abastecer,sintetico
20.81,219.8,259.91,estrada,tenso,219.8,fazer_parada,sintetico
13.06,371.7,470.41,desconhecida,bravo,291.9,fazer_parada,sintetico
15.54,430.0,642.96,estrada,tenso,258.7,fazer_parada,sintetico
8.17,137.5,142.6,desconhecida,desconhecido,137.5,fazer_parada,sintetico
8.27,587.7,612.88,estrada,desconhecido,587.7,abastecer,sintetico
3.3,371.7,447.05,desconhecida,desconhecido,218.6,descansar,sintetico
12.07,315.8,212.63,desconhecida,desconhecido,146.4,alimentar,sintetico
9.67,37.3,53.28,restaurante,animado,0.9,continuar,sintetico
6.81,337.0,503.2,desconhecida,desconhecido,291.8,abastecer,sintetico
13.49,182.3,122.12,desconhecida,desconhecido,182.3,alimentar,sintetico
16.23,482.1,519.5,desconhecida,desconhecido,482.1,abastecer,sintetico
11.56,111.2,107.56,desconhecida,desconhecido,18.6,continuar,sintetico
14.2,293.0,255.62,estrada,bravo,15.4,continuar,sintetico
19.13,324.4,476.1,estrada,bravo,60.1,fazer_parada,sintetico
12.28,129.8,142.18,desconhecida,neutro,129.8,alimentar,sintetico
5.11,43.1,50.15,estrada,animado,31.5,continuar,sintetico
11.67,47.6,42.88,desconhecida,tenso,47.6,continuar,sintetico
8.91,21.7,28.14,desconhecida,desconhecido,12.9,continuar,sintetico
17.63,52.9,40.45,desconhecida,desconhecido,13.0,continuar,sintetico
19.64,379.5,517.68,restaurante,tenso,379.5,fazer_parada,sintetico
15.71,169.0,179.03,posto,desconhecido,17.8,continuar,sintetico
20.73,55.6,53.05,posto,desconhecido,43.5,continuar,sintetico
0.86,56.3,87.9,ponto_turistico,animado,17.9,registrar_ponto_turistico,sintetico
7.35,20.2,28.76,posto,bravo,20.2,continuar,sintetico
0.47,106.7,77.78,posto,animado,106.7,continuar,sintetico
13.92,81.5,112.72,estrada,bravo,4.1,continuar,sintetico
9.51,309.9,181.54,posto,cansado,309.9,descansar,sintetico
17.87,19.5,29.37,restaurante,neutro,11.9,continuar,sintetico
19.97,469.5,394.53,estrada,tenso,57.7,continuar,sintetico
8.97,51.4,38.6,restaurante,cansado,29.9,continuar,sintetico
7.0,593.1,754.35,restaurante,tenso,593.1,fazer_parada,sintetico
12.59,235.4,209.23,estrada,cansado,170.2,descansar,sintetico
16.8,169.5,191.58,estrada,desconhecido,169.5,fazer_parada,sintetico
12.09,316.3,296.34,estrada,animado,50.7,continuar,sintetico
13.36,209.9,200.2,desconhecida,desconhecido,209.9,alimentar,sintetico
8.8,439.3,622.73,desconhecida,neutro,168.1,abastecer,sintetico
10.96,67.5,105.37,estrada,desconhecido,67.5,continuar,sintetico
20.93,175.2,223.17,desconhecida,desconhecido,146.0,alimentar,sintetico
11.78,137.5,209.85,estrada,desconhecido,25.7,continuar,sintetico
17.96,138.0,195.87,estrada,bravo,138.0,fazer_parada,sintetico
20.73,87.5,68.17,desconhecida,cansado,87.5,continuar,sintetico
9.51,282.1,290.08,estrada,neutro,282.1,fazer_parada,sintetico
16.06,228.5,335.24,posto,desconhecido,228.5,abastecer,sintetico
8.4,548.0,555.59,estrada,cansado,0.1,continuar,sintetico
17.63,509.5,477.43,estrada,bravo,191.3,fazer_parada,sintetico
4.08,182.8,236.02,estrada,desconhecido,182.8,descansar,sintetico
7.05,159.9,161.64,desconhecida,animado,14.9,continuar,sintetico
10.95,533.4,718.24,estrada,desconhecido,393.7,abastecer,sintetico
19.83,106.9,66.6,desconhecida,desconhecido,37.8,continuar,sintetico
12.97,39.8,26.46,ponto_turistico,cansado,39.8,continuar,sintetico
13.25,354.6,486.13,estrada,desconhecido,2.5,continuar,sintetico
14.12,56.8,80.89,estrada,desconhecido,56.8,continuar,sintetico
20.97,34.4,34.23,restaurante,cansado,34.4,continuar,sintetico
13.25,61.2,44.15,desconhecida,animado,45.5,continuar,sintetico
15.09,30.8,23.17,desconhecida,tenso,30.8,continuar,sintetico
15.16,75.9,100.76,desconhecida,tenso,23.9,continuar,sintetico
18.99,188.1,120.63,desconhecida,desconhecido,64.0,continuar,sintetico
18.64,84.8,69.66,ponto_turistico,cansado,70.9,continuar,sintetico
5.59,555.6,778.59,ponto_turistico,neutro,481.7,abastecer,sintetico
21.55,236.8,151.13,desconhecida,animado,236.8,fazer_parada,sintetico
12.04,98.4,85.08,desconhecida,neutro,35.4,continuar,sintetico
14.44,411.8,280.93,desconhecida,desconhecido,35.7,continuar,sintetico
14.78,504.9,397.65,desconhecida,neutro,504.9,abastecer,sintetico
6.67,569.7,481.33,desconhecida,neutro,569.7,abastecer,sintetico
8.8,597.8,671.47,estrada,neutro,563.0,abastecer,sintetico
9.85,360.7,438.02,restaurante,tenso,24.6,continuar,sintetico
19.24,185.0,214.66,restaurante,desconhecido,185.0,alimentar,sintetico
9.44,152.2,107.63,restaurante,animado,136.7,fazer_parada,sintetico
21.19,214.7,241.61,restaurante,animado,214.7,fazer_parada,sintetico
8.92,391.1,479.97,ponto_turistico,cansado,36.0,continuar,sintetico
15.7,212.8,222.68,desconhecida,cansado,212.8,descansar,sintetico
22.84,42.8,36.8,desconhecida,desconhecido,42.8,continuar,sintetico
7.3,159.8,229.89,estrada,tenso,103.2,fazer_parada,sintetico
23.49,505.6,543.29,restaurante,tenso,434.1,descansar,sintetico
21.4,61.1,84.32,desconhecida,animado,0.2,continuar,sintetico
10.34,164.9,179.01,estrada,tenso,11.6,continuar,sintetico
18.32,512.1,612.55,estrada,animado,512.1,abastecer,sintetico
19.74,239.5,223.19,estrada,animado,59.7,continuar,sintetico
18.72,161.7,244.67,estrada,desconhecido,28.5,continuar,sintetico
15.06,102.1,104.83,desconhecida,cansado,71.6,continuar,sintetico
8.57,65.2,63.35,ponto_turistico,cansado,65.2,fazer_parada,sintetico
11.92,589.8,451.7,posto,animado,500.5,abastecer,sintetico
22.39,141.1,196.78,estrada,animado,60.5,continuar,sintetico
9.99,374.9,303.29,desconhecida,desconhecido,374.9,fazer_parada,sintetico
8.51,270.4,425.51,desconhecida,neutro,64.1,continuar,sintetico
17.03,80.0,66.84,estrada,desconhecido,80.0,continuar,sintetico
20.73,371.7,545.7,posto,desconhecido,371.7,abastecer,sintetico
16.19,518.5,600.39,desconhecida,desconhecido,471.8,abastecer,sintetico
20.48,315.1,468.52,desconhecida,cansado,20.1,continuar,sintetico
14.59,529.9,618.07,ponto_turistico,desconhecido,471.0,abastecer,sintetico
13.16,259.2,333.1,posto,tenso,192.9,fazer_parada,sintetico
20.82,258.5,397.15,restaurante,desconhecido,258.5,alimentar,sintetico
12.37,482.2,631.25,desconhecida,animado,25.4,continuar,sintetico
0.21,411.5,527.86,estrada,desconhecido,411.5,descansar,sintetico
10.27,188.7,203.88,estrada,cansado,145.2,descansar,sintetico
8.88,329.8,394.19,desconhecida,neutro,80.3,continuar,sintetico
22.08,438.9,437.69,desconhecida,desconhecido,328.3,descansar,sintetico
7.81,165.9,260.57,estrada,bravo,161.2,fazer_parada,sintetico
13.67,593.7,845.11,restaurante,desconhecido,161.0,abastecer,sintetico
13.81,383.7,414.72,desconhecida,neutro,163.3,abastecer,sintetico
12.87,274.8,266.09,posto,neutro,274.8,abastecer,sintetico
20.12,124.1,131.3,posto,neutro,124.1,continuar,sintetico
8.04,161.6,178.7,estrada,animado,131.5,continuar,sintetico
11.59,85.3,91.1,restaurante,desconhecido,72.4,alimentar,sintetico
21.14,231.3,330.29,estrada,desconhecido,231.3,fazer_parada,sintetico
20.98,279.3,354.22,desconhecida,neutro,279.3,alimentar,sintetico
7.68,229.9,341.86,estrada,cansado,229.9,descansar,sintetico
18.56,65.5,96.75,desconhecida,neutro,4.5,continuar,sintetico
14.73,172.6,122.15,desconhecida,bravo,8.2,continuar,sintetico
13.89,157.5,232.16,ponto_turistico,bravo,157.5,fazer_parada,sintetico
13.15,50.8,63.04,estrada,animado,29.8,continuar,sintetico
12.24,21.2,25.38,desconhecida,desconhecido,21.2,continuar,sintetico
16.15,52.9,75.81,ponto_turistico,desconhecido,32.6,registrar_ponto_turistico,sintetico
22.92,126.0,171.4,desconhecida,desconhecido,111.8,continuar,sintetico
10.88,189.7,232.28,estrada,animado,49.7,continuar,sintetico
9.27,40.4,58.64,desconhecida,desconhecido,40.4,continuar,sintetico
7.73,137.8,178.61,desconhecida,animado,134.0,continuar,sintetico
19.52,47.0,67.89,desconhecida,desconhecido,24.1,continuar,sintetico
18.38,381.4,429.79,ponto_turistico,cansado,209.9,descansar,sintetico
6.6,314.7,409.36,ponto_turistico,neutro,177.1,abastecer,sintetico
22.79,211.7,309.51,estrada,desconhecido,211.7,descansar,sintetico
16.98,318.2,352.59,restaurante,cansado,318.2,descansar,sintetico
10.87,219.5,242.13,desconhecida,desconhecido,47.8,continuar,sintetico
12.89,21.4,20.68,restaurante,animado,1.3,continuar,sintetico
8.45,15.6,12.31,desconhecida,neutro,15.6,continuar,sintetico
11.88,138.3,187.09,restaurante,tenso,138.3,fazer_parada,sintetico
17.88,462.8,323.37,posto,desconhecido,462.8,abastecer,sintetico
20.31,301.8,300.4,estrada,tenso,96.7,fazer_parada,sintetico
19.49,529.9,521.11,ponto_turistico,neutro,398.2,abastecer,sintetico
20.32,147.3,157.82,estrada,desconhecido,147.3,alimentar,sintetico
11.24,562.3,462.55,estrada,neutro,1.0,continuar,sintetico
10.27,361.2,348.97,restaurante,desconhecido,150.2,fazer_parada,sintetico
14.76,91.5,134.15,ponto_turistico,cansado,91.5,descansar,sintetico
20.22,218.1,169.94,desconhecida,animado,218.1,alimentar,sintetico
16.33,79.1,65.11,ponto_turistico,cansado,27.4,registrar_ponto_turistico,sintetico
22.3,245.2,241.12,estrada,cansado,245.2,descansar,sintetico
14.27,386.2,590.92,estrada,bravo,363.5,fazer_parada,sintetico
13.2,56.8,60.91,desconhecida,desconhecido,41.9,continuar,sintetico
6.71,113.0,113.68,desconhecida,desconhecido,113.0,continuar,sintetico
8.89,7.5,11.27,restaurante,desconhecido,5.1,continuar,sintetico
7.21,180.9,192.82,desconhecida,cansado,131.9,descansar,sintetico
3.38,41.2,63.28,desconhecida,neutro,6.1,continuar,sintetico
8.66,398.0,626.76,desconhecida,cansado,174.2,descansar,sintetico
0.62,10.6,10.41,ponto_turistico,neutro,4.0,registrar_ponto_turistico,sintetico
12.34,73.1,48.76,estrada,neutro,8.5,continuar,sintetico
10.78,136.2,168.04,ponto_turistico,desconhecido,136.2,registrar_ponto_turistico,sintetico
7.76,281.3,414.72,estrada,bravo,65.4,fazer_parada,sintetico
11.35,211.1,235.88,posto,bravo,17.7,abastecer,sintetico
20.6,559.5,791.84,restaurante,tenso,525.8,fazer_parada,sintetico
19.34,189.6,294.79,ponto_turistico,neutro,96.7,registrar_ponto_turistico,sintetico
23.0,439.7,377.27,estrada,tenso,339.2,descansar,sintetico
17.85,126.5,192.95,posto,desconhecido,126.5,continuar,sintetico
7.55,57.0,66.23,estrada,neutro,0.9,continuar,sintetico
15.46,117.0,113.57,desconhecida,neutro,45.4,continuar,sintetico
10.32,96.5,94.21,desconhecida,desconhecido,96.5,continuar,sintetico
22.85,100.9,154.78,estrada,cansado,59.0,continuar,sintetico
21.99,90.3,102.78,estrada,tenso,90.3,fazer_parada,sintetico
13.78,218.1,187.92,desconhecida,animado,68.8,continuar,sintetico
4.38,104.3,126.73,estrada,desconhecido,83.9,continuar,sintetico
14.78,126.2,81.89,ponto_turistico,animado,95.9,continuar,sintetico
10.77,142.0,163.09,desconhecida,neutro,142.0,continuar,sintetico
14.35,201.0,207.73,ponto_turistico,bravo,135.2,fazer_parada,sintetico
9.95,431.0,484.52,desconhecida,desconhecido,176.1,abastecer,sintetico
13.86,95.4,65.13,estrada,animado,67.5,continuar,sintetico
12.82,254.7,258.12,estrada,bravo,254.7,fazer_parada,sintetico
3.95,312.3,326.26,desconhecida,desconhecido,86.9,continuar,sintetico
19.93,166.5,129.78,restaurante,neutro,73.3,alimentar,sintetico
14.28,220.1,199.25,ponto_turistico,tenso,85.2,fazer_parada,sintetico
15.76,340.4,350.37,desconhecida,cansado,340.4,fazer_parada,sintetico
19.67,549.9,856.33,ponto_turistico,animado,549.9,abastecer,sintetico
11.45,132.1,100.66,ponto_turistico,bravo,28.0,continuar,sintetico
14.09,321.9,337.59,ponto_turistico,tenso,295.0,fazer_parada,sintetico
11.86,119.4,112.49,desconhecida,animado,111.7,continuar,sintetico
2.65,583.0,393.23,ponto_turistico,desconhecido,583.0,descansar,sintetico
13.46,583.4,922.43,posto,bravo,583.4,fazer_parada,sintetico
7.79,302.9,179.47,estrada,cansado,9.2,continuar,sintetico
16.91,206.8,267.91,estrada,desconhecido,206.8,continuar,sintetico
16.51,149.3,156.24,posto,tenso,149.3,fazer_parada,sintetico
8.37,575.9,865.55,ponto_turistico,desconhecido,575.9,abastecer,sintetico
10.19,233.8,210.07,estrada,desconhecido,84.2,continuar,sintetico
16.21,126.6,119.23,posto,cansado,1.3,continuar,sintetico
7.04,429.1,399.48,desconhecida,animado,263.7,abastecer,sintetico
18.61,46.7,39.74,desconhecida,neutro,18.2,continuar,sintetico
14.66,27.6,19.95,ponto_turistico,bravo,9.8,continuar,sintetico
13.89,175.5,107.02,estrada,desconhecido,175.5,alimentar,sintetico
22.3,530.9,740.24,estrada,desconhecido,530.9,descansar,sintetico
12.86,161.3,107.01,estrada,animado,158.2,alimentar,sintetico
11.84,534.2,411.21,estrada,bravo,135.5,fazer_parada,sintetico
13.3,42.0,58.24,desconhecida,bravo,42.0,continuar,sintetico
16.78,165.1,211.06,estrada,tenso,5.7,continuar,sintetico
11.32,469.5,541.07,estrada,desconhecido,177.8,abastecer,sintetico
0.89,22.2,14.66,desconhecida,desconhecido,22.2,continuar,sintetico
20.75,95.0,136.1,desconhecida,cansado,95.0,descansar,sintetico
13.9,153.0,166.11,restaurante,cansado,65.7,alimentar,sintetico
22.5,490.2,457.26,desconhecida,animado,135.0,descansar,sintetico
21.89,340.1,441.32,posto,cansado,340.1,descansar,sintetico
19.17,175.0,218.15,restaurante,cansado,39.0,continuar,sintetico
19.02,87.6,58.66,desconhecida,cansado,46.4,continuar,sintetico
14.18,468.0,589.41,estrada,desconhecido,468.0,abastecer,sintetico
15.21,224.2,202.47,desconhecida,desconhecido,224.2,fazer_parada,sintetico
13.47,586.2,605.03,restaurante,neutro,586.2,abastecer,sintetico
6.37,572.7,676.51,desconhecida,neutro,429.3,abastecer,sintetico
10.04,352.8,357.73,estrada,desconhecido,352.8,fazer_parada,sintetico
10.67,355.1,347.31,estrada,tenso,88.9,fazer_parada,sintetico
20.66,432.5,539.4,restaurante,desconhecido,336.1,abastecer,sintetico
